Year,Agency ID,Agency Name,Program Name,County,Calculation Method,Total Children Served, Expenditure ,Population
2015,DOE,Department of Education,ESEA- Title III Supplemental Immigrant Grant,Washington,Actual,36,"$3,521 ",
2015,DOE,Department of Education,ESEA-Title X-McKinney-Vento,Washington,Actual,414,"$77,000 ",
2015,DOE,Department of Education,Family Resource Center (FRC),Washington,Estimate,549,"$59,223 ",
2015,DOE,Department of Education,"IDEA, Part B  (611)",Washington,Actual,2172,"$3,287,470 ",
2015,DOE,Department of Education,IDEA-Part b-Preschool,Washington,Actual,194,"$112,121 ",
2015,DOE,Department of Education,SNP Afterschool Snack Program,Washington,Estimate,568,"$55,738 ",
2015,DOE,Department of Education,SNP Fresh Fruits and Vegetables,Washington,Estimate,2284,"$23,300 ",
2015,DOE,Department of Education,SNP National School Lunch Program,Washington,Estimate,8430,"$3,168,293 ",
2015,DOE,Department of Education,SNP School Breakfast Program,Washington,Estimate,2908,"$870,597 ",
2015,DOE,Department of Education,Safe Schools Act of 1998,Washington,Estimate,3254,"$65,800 ",
2015,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Washington,Actual,123,"$869,635 ",
2015,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Washington,Actual,320,"$463,500 ",
2015,DOE,Department of Education,VPK - Voluntary Pre-K,Washington,Estimate,121,"$481,449 ",
2015,DOE_BEP,Department of Education,Basic Education Program (BEP),Washington,Actual,16502,"$56,978,000 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Community Anti-Drug Coalitions (including Partner,Washington,Estimate,52247,"$63,312 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Criminal Justice and Mental Health Liaisons,Washington,Estimate,20,"$15,539 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,East Tennessee Diversion,Washington,Estimate,33,"$5,254 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Peer Recovery Call Center,Washington,Estimate,40,$194 ,
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Peer Wellness Coaches,Washington,Estimate,2,"$1,163 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Planned Respite,Washington,Estimate,12,"$28,540 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Regional Intervention Program (RIP-Nashville and,Washington,Estimate,18,"$98,044 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,School Based Mental Health Liaisons,Washington,Estimate,566,"$48,724 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Screening Brief Intervention and Referral to Trea,Washington,Estimate,77,"$23,965 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Supported Employment Initiative,Washington,Estimate,2,"$11,995 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,System of Care Expansion,Washington,Estimate,21,"$124,814 ",
2015,DMHSAS,Department of Mental Health and Substance Abuse Services,Tennessee Integrated Court Screening and Referral,Washington,Estimate,142,"$26,611 ",
2016,DCS,Department of Children's Services,Adoption - Support Services,Washington,Estimate,309,"$2,320,000 ",
2016,DCS,Department of Children's Services,Foster Care,Washington,Estimate,165,"$838,200 ",
2016,DOH,Department of Health,AIDS Prevention,Washington,Estimate,23,"$2,123 ",
2016,DOH,Department of Health,Child Health,Washington,Estimate,2133,"$150,424 ",
2016,DOH,Department of Health,Child Health & Development (CHAD),Washington,Estimate,89,"$82,842 ",
2016,DOH,Department of Health,Children's Special Services,Washington,Actual,467,"$659,017 ",
2016,DOH,Department of Health,Dental Clinical,Washington,Estimate,683,"$196,221 ",
2016,DOH,Department of Health,Family Planning,Washington,Estimate,121,"$6,368 ",
2016,DOH,Department of Health,Men's Health,Washington,Estimate,46,"$12,365 ",
2016,DOH,Department of Health,Sexually Transmitted Diseases,Washington,Actual,451,"$32,120 ",
2016,DOH,Department of Health,TennCare EPSD&T Screening,Washington,Actual,1160,"$213,514 ",
2016,DOH,Department of Health,TennCare Kids EPSD&T Community Outreach,Washington,Actual,3273,"$89,508 ",
2016,DOH,Department of Health,TN Home Visiting - (HUGS),Washington,Actual,67,"$66,408 ",
2016,DOH,Department of Health,WIC Office Visit,Washington,Actual,2634,"$259,018 ",
2016,DHS,Department of Human Services,Child Care Benefits,Washington,Actual,409,*,
2016,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Washington,Actual,7068,*,
2016,DHS,Department of Human Services,TANF/Families First,Washington,Actual,703,*,
2016,GELF,Governor's Books from Birth Foundation,Dolly Parton's Imagination Library,Washington,Actual,5191,"$68,496 ",
2016,TCCY,Tennessee Commission on Children and Youth,"Coalition for Kids, Inc. FFG",Washington,Actual,171,"$29,082 ",
2016,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Washington,Estimate,85,"$16,500 ",
2016,TCCY,Tennessee Commission on Children and Youth,Juvenile Justice-Reimbursement Accounts,Washington,Estimate,68,"$6,120 ",
2016,TAC,TN Arts Commission,Student Ticket Subsidies,Washington,Actual,1223,"$7,356 ",
2016,TSM,TN State Museum,Traveling Trunks,Washington,Actual,260,*,
2016,DOE,Department of Education,Internet Connectivity,Washington,Actual,16390,"$44,169 ",
2016,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Washington,Actual,155,"$194,999 ",
2016,DOE,Department of Education,CCTE Perkins Basic Grant,Washington,Actual,5173,"$221,328 ",
2016,DOE,Department of Education,Coordinated School Health,Washington,Actual,16692,"$200,000 ",
2016,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Washington,Actual,19654,"$3,785,800 ",
2016,DOE,Department of Education,ESEA-Title II-A-Teacher Quality,Washington,Actual,18322,"$575,278 ",
2016,DOE,Department of Education,"ESEA-Title I, Part D, Subpart 2",Washington,Actual,26,"$19,776 ",
2016,DOE,Department of Education,ESEA-Title III English Language Acquisition,Washington,Actual,350,"$43,891 ",
2016,DOE,Department of Education,ESEA-Title X-McKinney-Vento,Washington,Estimate,546,"$65,500 ",
2016,DOE,Department of Education,ESEA-Title III - English Lang. Acquist.-Immigrant,Washington,Actual,147,"$2,752 ",
2016,DOE,Department of Education,Family Resource Center (FRC),Washington,Estimate,549,"$59,223 ",
2016,DOE,Department of Education,"IDEA, Part B  (611)",Washington,Actual,2193,"$3,360,351 ",
2016,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Washington,Actual,319,"$102,416 ",
2016,DOE,Department of Education,SNP Afterschool Snack Program,Washington,Estimate,617,"$61,783 ",
2016,DOE,Department of Education,SNP National School Lunch Program,Washington,Estimate,7860,"$3,204,844 ",
2016,DOE,Department of Education,SNP School Breakfast Program,Washington,Estimate,3263,"$938,402 ",
2016,DOE,Department of Education,Safe Schools Act of 1998,Washington,Estimate,3254,"$66,950 ",
2016,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Washington,Actual,122,"$761,585 ",
2016,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Washington,Actual,340,"$453,500 ",
2016,DOE,Department of Education,VPK - Voluntary Pre-K,Washington,Estimate,123,"$481,449 ",
2016,DOE_BEP,Department of Education,Basic Education Program (BEP),Washington,Actual,16391,"$56,796,000 ",
2017,DCS,Department of Children's Services,Adoption - Support Services,Washington,Estimate,271,"$2,315,734 ",
2017,DCS,Department of Children's Services,Foster Care,Washington,Estimate,265,"$695,933 ",
2017,DOH,Department of Health,AIDS Prevention,Washington,Estimate,238,"$15,663 ",
2017,DOH,Department of Health,Child Health,Washington,Actual,2697,"$258,028 ",
2017,DOH,Department of Health,Child Health & Development (CHAD),Washington,Actual,89,"$62,080 ",
2017,DOH,Department of Health,Dental Clinical,Washington,Estimate,672,"$150,695 ",
2017,DOH,Department of Health,Family Planning,Washington,Estimate,400,"$78,403 ",
2017,DOH,Department of Health,Men's Health,Washington,Estimate,25,"$9,545 ",
2017,DOH,Department of Health,Sexually Transmitted Diseases,Washington,Actual,524,"$26,780 ",
2017,DOH,Department of Health,TennCare EPSD&T Screening,Washington,Actual,1183,"$226,116 ",
2017,DOH,Department of Health,TennCare Kids EPSD&T Community Outreach,Washington,Actual,2905,"$113,939 ",
2017,DOH,Department of Health,TN Home Visiting - (HUGS),Washington,Actual,83,"$95,956 ",
2017,DOH,Department of Health,Tobacco Cessation,Washington,Estimate,1,$293 ,
2017,DOH,Department of Health,WIC,Washington,Estimate,1805,"$2,783,448 ",
2017,DOH,Department of Health,Women's Health,Washington,Actual,196,"$40,121 ",
2017,DHS,Department of Human Services,Child Care Benefits,Washington,Actual,659,*,
2017,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Washington,Actual,7532,*,
2017,DHS,Department of Human Services,TANF/Families First,Washington,Actual,656,*,
2017,GELF,Governor's Books from Birth Foundation,"TN's Imagination Library, a program of GBBF",Washington,Estimate,5488,"$71,708 ",
2017,TCCY,Tennessee Commission on Children and Youth,"Coalition for Kids, Inc. FFG",Washington,Actual,188,"$17,464 ",
2017,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Washington,Actual,143,"$18,000 ",
2017,THEC,Tennessee Higher Education Commission,Dual Enrollment Grant,Washington,Actual,493,"$426,707 ",
2017,TAC,TN Arts Commission,Student Ticket Subsidies,Washington,Actual,931,*,
2017,TSM,TN State Museum,Museum Visitations,Washington,Actual,124,*,
2017,DOE,Department of Education,Internet Connectivity,Washington,Actual,16365,"$44,021 ",
2017,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Washington,Actual,162,"$195,000 ",
2017,DOE,Department of Education,CCTE Perkins Basic Grant,Washington,Actual,5100,"$264,469 ",
2017,DOE,Department of Education,CCTE Perkins Reserve Grant,Washington,Actual,2865,"$98,832 ",
2017,DOE,Department of Education,Coordinated School Health,Washington,Estimate,16765,"$200,000 ",
2017,DOE,Department of Education,"ESEA-Title I, Part A - Improving Acad. Achievement",Washington,Actual,19639,"$3,883,127 ",
2017,DOE,Department of Education,ESEA-Title II-Teacher Quality-State Agencies,Washington,Actual,18322,"$575,278 ",
2017,DOE,Department of Education,"ESEA-Title I, Part D, Subpart 2",Washington,Actual,23,"$19,876 ",
2017,DOE,Department of Education,"ESEA-Title II, Part A - Improving Teacher Quality",Washington,Actual,18322,"$575,278 ",
2017,DOE,Department of Education,ESEA-Title III English Language Acquisition,Washington,Actual,474,"$43,285 ",
2017,DOE,Department of Education,ESEA-Title X-McKinney-Vento,Washington,Actual,473,"$79,028 ",
2017,DOE,Department of Education,ESEA-Title III - English Lang. Acquist.-Immigrant,Washington,Actual,197,"$3,058 ",
2017,DOE,Department of Education,Family Resource Center (FRC),Washington,Estimate,16786,"$59,222 ",
2017,DOE,Department of Education,"IDEA, Part B  (611)",Washington,Actual,2177,"$3,359,305 ",
2017,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Washington,Actual,294,"$105,208 ",
2017,DOE,Department of Education,SNP Afterschool Snack Program,Washington,Estimate,547,"$2,652 ",
2017,DOE,Department of Education,SNP National School Lunch Program,Washington,Estimate,7305,"$3,166,884 ",
2017,DOE,Department of Education,SNP School Breakfast Program,Washington,Estimate,3092,"$946,047 ",
2017,DOE,Department of Education,Safe Schools Act of 1998,Washington,Estimate,16786,"$65,830 ",
2017,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Washington,Actual,164,"$1,011,258 ",
2017,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Washington,Actual,286,"$421,987 ",
2017,DOE,Department of Education,VPK - Voluntary Pre-K,Washington,Estimate,119,"$488,298 ",
2017,DOE_BEP,Department of Education,Basic Education Program (BEP),Washington,Actual,16365,"$62,441,000 ",
2018,DCS,Department of Children's Services,Adoption - Support Services,Washington,Estimate,302,"$2,594,050 ",
2018,DCS,Department of Children's Services,Foster Care,Washington,Estimate,286,"$6,340,952 ",
2018,DOH,Department of Health,Child Health,Washington,Estimate,2880,"$176,616 ",
2018,DOH,Department of Health,Child Health & Development (CHAD),Washington,Estimate,90,"$62,384 ",
2018,DOH,Department of Health,Family Planning,Washington,Estimate,402,"$123,005 ",
2018,DOH,Department of Health,TennCare EPSD&T Screening,Washington,Estimate,1058,"$190,790 ",
2018,DOH,Department of Health,TennCare Kids EPSD&T Community Outreach,Washington,Estimate,2982,"$53,901 ",
2018,DOH,Department of Health,TN Home Visiting - (HUGS),Washington,Estimate,119,"$88,518 ",
2018,DOH,Department of Health,WIC Office Visit,Washington,Estimate,2548,"$94,245 ",
2018,DOH,Department of Health,Women's Health,Washington,Estimate,189,"$38,805 ",
2018,DHS,Department of Human Services,Child Care Benefits,Washington,Actual,558,*,
2018,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Washington,Estimate,6280,*,
2018,DHS,Department of Human Services,TANF/Families First,Washington,Actual,575,*,
2018,GELF,Governor's Books from Birth Foundation,"TN's Imagination Library, a program of GBBF",Washington,Estimate,5639,"$69,157 ",
2018,TCCY,Tennessee Commission on Children and Youth,"Coalition for Kids, Inc. FFG",Washington,Actual,272,"$5,128 ",
2018,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Washington,Actual,216,"$20,000 ",
2018,TCCY,Tennessee Commission on Children and Youth,Juvenile Justice-Reimbursement Accounts,Washington,N/A,0,"$7,245 ",
2018,TAC,TN Arts Commission,Funds for At-Risk Youth (FAY),Washington,Actual,18,"$1,800 ",
2018,TAC,TN Arts Commission,Student Ticket Subsidies,Washington,Actual,2173,"$12,571 ",
2018,TSM,TN State Museum,Museum Visitations,Washington,Actual,23,*,
2018,TSM,TN State Museum,Traveling Trunks,Washington,Actual,25,*,
2018,DOE,Department of Education,Internet Connectivity,Washington,Actual,16190,"$42,830 ",
2018,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Washington,Actual,254,"$221,510 ",
2018,DOE,Department of Education,CCTE Perkins Basic Grant,Washington,Estimate,16119,"$183,820 ",
2018,DOE,Department of Education,CCTE Perkins Reserve Grant,Washington,Estimate,8357,"$2,577 ",
2018,DOE,Department of Education,Coordinated School Health,Washington,Estimate,16324,"$200,000 ",
2018,DOE,Department of Education,Drivers Education,Washington,Actual,489,"$34,863 ",
2018,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Washington,Estimate,18220,"$3,276,882 ",
2018,DOE,Department of Education,"ESSA-Title I, Part A-School Improvement",Washington,Estimate,8558,"$278,459 ",
2018,DOE,Department of Education,"ESSA-Title I, Part D, Subpart 2",Washington,Actual,20,"$18,103 ",
2018,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Washington,Actual,18220,"$489,303 ",
2018,DOE,Department of Education,ESSA-Title III English Language Acquisition,Washington,Estimate,519,"$43,465 ",
2018,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Washington,Estimate,18220,"$86,672 ",
2018,DOE,Department of Education,ESSA-Title IX-McKinney-Vento,Washington,Actual,473,"$79,028 ",
2018,DOE,Department of Education,Family Resource Center (FRC),Washington,Estimate,268,"$59,223 ",
2018,DOE,Department of Education,"IDEA, Part B  (611)",Washington,Actual,2185,"$3,499,413 ",
2018,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Washington,Actual,186,"$78,336 ",
2018,DOE,Department of Education,SNP Seamless Summer Program,Washington,Estimate,1407,"$138,947 ",
2018,DOE,Department of Education,SNP National School Lunch Program,Washington,Estimate,7468,"$3,116,698 ",
2018,DOE,Department of Education,SNP School Breakfast Program,Washington,Estimate,2869,"$930,024 ",
2018,DOE,Department of Education,Safe Schools Act of 1998,Washington,Estimate,15948,"$65,350 ",
2018,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Washington,Actual,209,"$1,267,189 ",
2018,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Washington,Actual,304,"$320,430 ",
2018,DOE,Department of Education,VPK - Voluntary Pre-K,Washington,Actual,119,"$506,855 ",
2018,DOE_BEP,Department of Education,Basic Education Program (BEP),Washington,Actual,16190,"$64,922,000 ",
2019,DCS,Department of Children's Services,Adoption - Support Services,Washington,Actual,319,"$2,754,822 ",
2019,DCS,Department of Children's Services,Dependent and Neglect Placement - Foster Care,Washington,Actual,238,"$5,587,412 ",
2019,DCS,Department of Children's Services,Juvenile Justice Placement,Washington,Actual,26,"$589,548 ",
2019,DCS,Department of Children's Services,Subsidized Permanent Guardianship,Washington,Actual,8,"$72,887 ",
2019,DOH,Department of Health,Child Health,Washington,Actual,2730,"$248,035 ",
2019,DOH,Department of Health,Dental Clinical,Washington,Estimate,772,"$386,105 ",
2019,DOH,Department of Health,Men's Health,Washington,Estimate,51,"$19,166 ",
2019,DOH,Department of Health,TennCare EPSD&T Screening,Washington,Actual,845,"$209,866 ",
2019,DOH,Department of Health,WIC Office Visit,Washington,Estimate,2443,"$254,272 ",
2019,DOH,Department of Health,Women's Health,Washington,Estimate,218,"$51,856 ",
2019,DHS,Department of Human Services,Child Care Benefits,Washington,Actual,483,*,
2019,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Washington,Actual,6073,*,
2019,DHS,Department of Human Services,TANF/Families First,Washington,Actual,499,*,
2019,GELF,Governor's Books from Birth Foundation,"TN's Imagination Library, a program of GBBF",Washington,Actual,5541,"$67,519 ",
2019,TCCY,Tennessee Commission on Children and Youth,"Coalition for Kids, Inc. FFG",Washington,Actual,404,"$29,331 ",
2019,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Washington,Actual,113,"$22,000 ",
2019,TCCY,Tennessee Commission on Children and Youth,Juvenile Justice-Reimbursement Accounts,Washington,Estimate,110,"$4,950 ",
2019,THEC,Tennessee Higher Education Commission,Dual Enrollment Grant,Washington,Estimate,579,"$500,500 ",
2019,TAC,TN Arts Commission,Funds for At-Risk Youth (FAY),Washington,Actual,10,"$1,200 ",
2019,TAC,TN Arts Commission,Student Ticket Subsidies,Washington,Actual,1196,"$10,747 ",
2019,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Washington,Actual,213,"$225,781 ",
2019,DOE,Department of Education,CCTE Perkins Basic Grant,Washington,Estimate,5077,"$253,372 ",
2019,DOE,Department of Education,CCTE Perkins Reserve Grant,Washington,Actual,2800,"$6,587 ",
2019,DOE,Department of Education,CCTE Early Postsecondary,Washington,Actual,207,"$6,210 ",
2019,DOE,Department of Education,Coordinated School Health,Washington,Estimate,16398,"$110,000 ",
2019,DOE,Department of Education,Drivers Education,Washington,Actual,532,"$51,031 ",
2019,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Washington,Estimate,18111,"$3,395,610 ",
2019,DOE,Department of Education,"ESSA-Title I, Part A-School Improvement",Washington,Estimate,396,"$156,021 ",
2019,DOE,Department of Education,"ESSA-Title I, Part D, Subpart 2",Washington,Actual,32,"$29,629 ",
2019,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Washington,Estimate,18111,"$525,917 ",
2019,DOE,Department of Education,ESSA-Title III English Language Acquisition,Washington,Actual,393,"$50,283 ",
2019,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Washington,Estimate,18111,"$236,892 ",
2019,DOE,Department of Education,ESSA-Title IX-McKinney-Vento,Washington,Actual,255,"$50,000 ",
2019,DOE,Department of Education,Family Resource Center (FRC),Washington,Actual,239,"$60,805 ",
2019,DOE,Department of Education,Read to be Ready - Coaching Network,Washington,Estimate,3185,"$53,138,007 ",
2019,DOE,Department of Education,"IDEA, Part B  (611)",Washington,Actual,2233,"$3,687,876 ",
2019,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Washington,Actual,212,"$90,927 ",
2019,DOE,Department of Education,SNP National School Lunch Program,Washington,Estimate,7437,"$3,110,007 ",
2019,DOE,Department of Education,SNP School Breakfast Program,Washington,Estimate,3091,"$940,993 ",
2019,DOE,Department of Education,Safe Schools Act of 1998,Washington,Estimate,16167,"$475,360 ",
2019,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Washington,Actual,207,"$1,172,064 ",
2019,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Washington,Actual,495,"$587,478 ",
2019,DOE,Department of Education,VPK - Voluntary pre-K,Washington,Actual,120,"$484,895 ",
2019,DOE_BEP,Department of Education,Basic Education Program (BEP),Washington,Actual,16163,"$67,073,000 ",
2020,DCS,Department of Children's Services,Adoption - Support Services,Washington,Actual,325,"$2,907,627 ",
2020,DCS,Department of Children's Services,Dependent and Neglect Placement - Foster Care,Washington,Actual,206,"$5,492,965 ",
2020,DCS,Department of Children's Services,Juvenile Justice Placement,Washington,Actual,19,"$536,472 ",
2020,DCS,Department of Children's Services,Subsidized Permanent Guardianship,Washington,Actual,12,"$105,926 ",
2020,DHS,Department of Human Services,Child Care Benefits,Washington,Actual,486,*,
2020,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Washington,Actual,5629,*,
2020,DHS,Department of Human Services,TANF/Families First,Washington,Actual,530,*,
2020,GELF,Governor's Early Literacy Foundation,"TN's Imagination Library, a program of GBBF",Washington,Actual,6666,"$64,123 ",
2020,TCCY,Tennessee Commission on Children and Youth,"Coalition for Kids, Inc. FFG",Washington,Actual,323,"$25,239 ",
2020,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Washington,Actual,99,"$22,000 ",
2020,TCCY,Tennessee Commission on Children and Youth,Juvenile Justice-Reimbursement Accounts,Washington,Estimate,101,"$4,545 ",
2020,TAC,TN Arts Commission,Funds for At-Risk Youth (FAY),Washington,Actual,10,"$1,200 ",
2020,TAC,TN Arts Commission,Student Ticket Subsidies,Washington,Actual,1196,"$10,747 ",
2020,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Washington,Actual,124,"$139,215 ",
2020,DOE,Department of Education,CCTE Perkins Basic Grant,Washington,Actual,2975,"$281,308 ",
2020,DOE,Department of Education,CCTE Perkins Reserve Grant,Washington,Estimate,2975,"$90,000 ",
2020,DOE,Department of Education,CCTE Early Postsecondary,Washington,Estimate,207,"$6,210 ",
2020,DOE,Department of Education,Coordinated School Health,Washington,Estimate,16598,"$200,000 ",
2020,DOE,Department of Education,Drivers Education,Washington,Actual,504,"$49,535 ",
2020,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Washington,Estimate,17967,"$3,390,629 ",
2020,DOE,Department of Education,"ESSA-Title I, Part D, Subpart 2",Washington,Actual,68,"$57,055 ",
2020,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Washington,Estimate,2974,"$513,082 ",
2020,DOE,Department of Education,ESSA-Title III English Language Acquisition,Washington,Actual,331,"$44,676 ",
2020,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Washington,Estimate,17967,"$251,233 ",
2020,DOE,Department of Education,ESSA-Title IX-McKinney-Vento,Washington,Estimate,195,"$70,000 ",
2020,DOE,Department of Education,Family Resource Center (FRC),Washington,Estimate,210,"$59,822 ",
2020,DOE,Department of Education,"IDEA, Part B Discretionary (611)",Washington,Actual,4460,"$3,537,188 ",
2020,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Washington,Actual,213,"$91,783 ",
2020,DOE,Department of Education,SNP National School Lunch Program,Washington,Estimate,7357,"$2,608,836 ",
2020,DOE,Department of Education,SNP School Breakfast Program,Washington,Estimate,23929,"$588,216 ",
2020,DOE,Department of Education,Safe Schools Act of 1998,Washington,Estimate,16270,"$272,600 ",
2020,DOE,Department of Education,Tennessee's Early Intervention System (TEIS),Washington,Actual,197,"$1,059,705 ",
2020,DOE,Department of Education,"Title IV-B, 21st Century Community Learning Cente",Washington,Actual,464,"$524,836 ",
2020,DOE,Department of Education,VPK - Voluntary pre-K,Washington,Actual,120,"$484,895 ",
2020,DOE_BEP,Department of Education,Basic Education Program (BEP),Washington,Actual,16132,"$69,332,000 ",
2021,AmeriCo,AmeriCorps 2020 Report,AmeriCorps VISTA/National/State,Washington,Actual,78,"$529,298 ",
2021,DCS,Department of Children's Services,Adoption - Support Services,Washington,Actual,327,*,
2021,DHS,Department of Human Services,Child Care Benefits,Washington,Actual,410,*,
2021,DHS,Department of Human Services,Food Stamp Benefits/SNAP,Washington,Actual,5494,*,
2021,DHS,Department of Human Services,TANF/Families First,Washington,Actual,458,*,
2021,GELF,Governor's Early Literacy Foundation,Caregiver Engagement 0-5,Washington,Actual,24,$208 ,
2021,GELF,Governor's Early Literacy Foundation,Caregiver Engagement K-3,Washington,Actual,1356,"$6,848 ",
2021,TCCY,Tennessee Commission on Children and Youth,"Coalition for Kids, Inc. FFG",Washington,Actual,372,"$24,237 ",
2021,TCCY,Tennessee Commission on Children and Youth,Court Appointed Special Advocate (CASA),Washington,Actual,67,"$22,000 ",
2021,DOH,Tennessee Department of Health,AIDS Prevention,Washington,Estimate,17,"$16,289 ",
2021,DOH,Tennessee Department of Health,Child Health,Washington,Estimate,528,"$91,789 ",
2021,DOH,Tennessee Department of Health,Children's Special Services,Washington,Estimate,86,"$157,123 ",
2021,DOH,Tennessee Department of Health,Family Planning,Washington,Estimate,72,"$22,527 ",
2021,DOH,Tennessee Department of Health,STI,Washington,Estimate,84,"$1,148 ",
2021,DOH,Tennessee Department of Health,TB,Washington,Estimate,1,"$1,174 ",
2021,DOH,Tennessee Department of Health,TnCare Advocacy,Washington,Estimate,2669,"$517,117 ",
2021,DOH,Tennessee Department of Health,TnCare EPSD&T Screening,Washington,Estimate,40,"$13,371 ",
2021,DOH,Tennessee Department of Health,WIC Breastfeeding Promotion,Washington,Estimate,48,"$4,582 ",
2021,TAC,TN Arts Commission,Community Learning (AE-CL),Washington,Actual,11,"$3,289 ",
2021,TAC,TN Arts Commission,Funds for At-Risk Youth (FAY),Washington,Actual,16,"$2,300 ",
2021,TAC,TN Arts Commission,Student Ticket Subsidies,Washington,Actual,185,$609 ,
2021,Volun_T,Volunteer TN,Youth Civic Engagement,Washington,Estimate,82,"$2,728 ",
2021,DOE,Department of Education,Admin - LEAPs - Lottery for Education: Afterschoo,Washington,Actual,77,"$124,399 ",
2021,DOE,Department of Education,CCTE Perkins Basic Grant,Washington,Estimate,18022,"$242,176 ",
2021,DOE,Department of Education,CCTE Perkins Reserve Grant,Washington,Estimate,2975,"$90,000 ",
2021,DOE,Department of Education,Coordinated School Health,Washington,Estimate,16247,"$200,000 ",
2021,DOE,Department of Education,Drivers Education,Washington,Actual,492,"$35,673 ",
2021,DOE,Department of Education,"ESSA-Title I, Part A - Improving Basic Programs",Washington,Estimate,18022,"$3,442,912 ",
2021,DOE,Department of Education,"ESSA-Title I, Part D, Subpart 2",Washington,Actual,67,"$67,736 ",
2021,DOE,Department of Education,"ESSA-Title II, Part A - Improving Teacher Quality",Washington,Estimate,2975,"$552,674 ",
2021,DOE,Department of Education,ESSA-Title III English Language Acquisition,Washington,Actual,361,"$49,647 ",
2021,DOE,Department of Education,ESSA-Title IV-A Stud. Support/Acad. Enrichment,Washington,Estimate,18019,"$247,647 ",
2021,DOE,Department of Education,ESSA-Title IX-McKinney-Vento,Washington,Estimate,124,"$76,500 ",
2021,DOE,Department of Education,ESSER 1.0,Washington,Estimate,16045,"$2,828,605 ",
2021,DOE,Department of Education,ESSER 2.0,Washington,Estimate,16045,"$11,507,900 ",
2021,DOE,Department of Education,Family Resource Center (FRC),Washington,Estimate,828,"$59,822 ",
2021,DOE,Department of Education,Governor's Civics Seal Grant,Washington,Estimate,1888,"$17,000 ",
2021,DOE,Department of Education,"IDEA, Part B Discretionary (611)",Washington,Estimate,4248,"$3,675,872 ",
2021,DOE,Department of Education,"IDEA, Preschool (619) Flowthrough",Washington,Estimate,182,"$106,621 ",
2021,DOE,Department of Education,SNP Afterschool Snack Program,Washington,Estimate,704,"$106,091 ",
2021,DOE,Department of Education,SNP National School Lunch Program,Washington,Estimate,5517,"$1,749,285 ",
